Molecule_CID,Chemical_Name,Spin_multiplicity,QM_Basis,No_canonical_orbitals,Geometry_convergence_category,Gas_Phase_Energy,Final_Energy,HOMO,LUMO,Polarizability,QM_Dipole,QM_Dipole_X,QM_Dipole_Y,QM_Dipole_Z,Lowest_Frequency,Highest_Frequency,Second_Lowest_Frequency,Num_Negative_Frequencies,Zero_Point_Energy,Entropy,Enthalpy,Free_Energy,Internal_Energy,Heat_Capacity,ln_Q,Total_Internal_Energy,Total_Enthalpy,Total_Free_Energy,alpha_HOMO,alpha_LUMO,beta_HOMO,beta_LUMO,S2_Value,tautomer_probability,Ionization_Penalty,Ionization_Penalty_Charging,Ionization_Penalty_Neutral,State_Penalty,Charging_Adjusted_Penalty,Tot_Q,Tot_abs_Q,Energy,Chemistry_Notes
94310,2-Ethylhexyl Benzoate,1,cc-pvtz(-f),582.0,1.0,-735.604740677541,-735.604740677541,-0.271033471209613,-0.060197861634154,183.812877329677,2.08713595958213,0.584412694061766,-0.730732386749472,-1.86564425755708,41.9006974926202,3170.50187102467,56.7811792688556,0.0,214.515645917494,130.011719747315,11.2663722740742,-27.4966219685879,10.6738866852469,65.974443559601,46.4089295792203,-735.245878312321,-735.244934126428,-735.306706890181,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.234307,This compound has an ester and may undergo hydrolysis at high or low pH.
14050,2-Ethylhexyl Dihydrogen Phosphate,1,cc-pvtz(-f),454.0,3.0,-957.672909711348,-957.672909711348,0.122963304350039,0.196765852823872,145.491308788509,20.2642362555439,-17.8304315592077,3.65166746777009,-8.90956262325711,48.2816874820147,3028.05405963006,63.9264069666654,0.0,156.47475605152,119.473202266878,9.86848011860714,-25.7524551372624,9.27599452977987,55.639982396843,43.4651164904029,-957.408769075222,-957.40782488933,-957.464590463331,,,,,,,0.1626,0.1626,0.0,0.1519,0.314464892912321,-2.0,2.0,1.608628,
13539,2-Hydroxypropyl methacrylate,1,cc-pvtz(-f),336.0,0.0,-499.831423395712,-499.831423395712,-0.282411018837148,-0.071004753463252,95.0874538598037,1.88093342016544,-0.174952279507838,-1.47277432635135,1.15682237816814,66.6075051959611,3746.83107867738,78.2917645793912,0.0,115.739691469349,101.231863877323,7.46841046388934,-22.7138697511347,6.87592487506206,40.7262093997647,38.3365775969217,-499.636022971963,-499.635078786071,-499.683177311524,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694847,This compound has an ester and may undergo hydrolysis at high or low pH.
422780,2-(Methylamino)-2-methyl-1-propanol,1,cc-pvtz(-f),286.0,0.0,-328.847540766432,-328.847540766432,-0.455704596976903,-0.150698524251023,69.0177647123372,2.14932033588731,-0.860676925527386,-0.115415081803437,-1.96608557672747,109.736843432094,3782.33143269902,183.056653321134,0.0,123.598789986432,87.4181438195074,6.02244770011823,-20.0412718796679,5.42996211129095,33.3093332040101,33.8257541746057,-328.64192036026,-328.640976174368,-328.68251135563,,,,,,,0.0056,0.0056,0.0,0.0041,0.009782340925754,1.0,1.0,8.699368,
176293,"2-propenoic acid, 2-methyl dodecyl ester",1,cc-pvtz(-f),759.0,3.0,-857.2047676056,-857.2047676056,-0.284462462631278,-0.08152577045589,230.182504456189,1.9833359786815,0.228572740285082,1.97012070240394,0.000724355211847,24.2226410244985,3200.37467172361,30.419106751366,0.0,309.131063813344,160.949355081379,15.5295611474896,-32.4574890700235,14.9370755586623,89.1997994084604,54.781904711417,-856.688332149459,-856.687387963567,-856.763860196277,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.174842,This compound has an ester and may undergo hydrolysis at high or low pH.
12025,2- Pyrrolidone,1,cc-pvtz(-f),200.0,0.0,-286.738763116798,-286.738763116798,-0.272016156383983,-0.000320776476999,54.2385938458092,4.07807299772619,-0.564209419459644,-1.76579828138217,-3.63239639015957,169.362227691507,3585.96578747656,231.061338445688,0.0,69.2559119710179,73.2621157962733,3.90119435743682,-17.9419054672221,3.30870876860954,19.5495657170477,30.2824335402571,-286.623124032117,-286.622179846225,-286.656989041733,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.061677,
62447,2-undecenal,1,cc-pvtz(-f),452.0,0.0,-506.627829098568,-506.627829098568,-0.277507341719115,-0.080587206683007,138.52436237653,4.11398168826201,0.2698332438052,-0.660776460868922,-4.05159349153567,39.492054290198,3138.46548565082,81.6103659274121,0.0,181.364894795385,115.52053164301,9.2659846969643,-25.176461812399,8.67349910813702,51.7126450488204,42.4929522121062,-506.324983638876,-506.324039452984,-506.378926985612,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435161,
13521,3-Aminopropyl-Triethoxysilane,1,cc-pvtz(-f),542.0,1.0,-927.531803942466,-927.531803942466,-0.378423083125398,-0.180103801048664,147.680057323904,15.4785065869867,15.220669654089,-2.36790828692317,1.51933926073274,45.3986556181793,3448.17453875596,50.4067214381755,0.0,214.071631916027,136.673486994187,12.27572495084,-28.4734751964769,11.6832393620127,68.0180672265579,48.0576671119298,-927.172040652713,-927.171096466821,-927.236034451179,,,,,,,0.0005,0.0005,0.0,0.0003,0.000825783800688,1.0,1.0,0.281966,
83756,3-Aminopropyltrimethoxysilane,1,cc-pvtz(-f),418.0,3.0,-809.523401067475,-809.523401067475,-0.378533209432331,-0.197180444583976,110.836053188708,15.7611174766122,13.9307380302376,-7.34681887111128,-0.609601935319236,51.9343932064681,3439.4949923186,67.9618063724664,0.0,160.516949417023,122.561614026044,10.3109231073681,-26.2308221144971,9.71843751854078,54.0021223593633,44.2725065539848,-809.252113708361,-809.251169522469,-809.309402500565,,,,,,,0.0006,0.0006,0.0,0.0004,0.000973531236766,1.0,1.0,2.374804,
7850,3-Chloro-1-Propene,1,cc-pvtz(-f),141.0,0.0,-577.585862963033,-577.585862963033,-0.281496023529062,-0.029896599645788,48.871458312891,2.11010059348375,-1.02718712191757,0.530457078365689,-1.76522701633498,140.910138555939,3179.51964098577,299.28210923662,0.0,44.6538041313039,70.416781615789,3.53432429214128,-17.4604391466062,2.941838703314,15.3082808786144,29.4698123901481,-577.510014477695,-577.509070291803,-577.542527577218,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.211894,
10351,3-Furaldehyde,1,cc-pvtz(-f),194.0,0.0,-343.468109529608,-343.468109529608,-0.25983442390745,-0.062624012250004,59.12756641785,2.84782964156269,-2.35214811928573,-1.60546967960084,-1.3640393408e-05,169.980105721489,3242.66841293225,214.109399482058,0.0,49.5714653145478,75.2467910907968,4.02030039362846,-18.4145303700926,3.42781480480119,19.8098256942672,31.0801321033665,-343.383649800069,-343.382705614176,-343.418457792966,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.981446,
149804,3-Nitrobenzo[e]pyrene,1,cc-pvtz(-f),606.0,0.0,-974.230979357715,-974.230979357715,-0.218651779846115,-0.100850284471282,266.371791099189,6.12122029358675,-5.95549981612276,1.41469424723927,9.8020754333e-05,47.3492047640686,3243.5061099112,65.0757720577784,0.0,160.614370892862,120.202095958874,9.95262599662444,-25.8856289135137,9.36014040779717,64.0309921549519,43.6898878245291,-973.96010773039,-973.959163544498,-974.016275439415,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.612958,
524975,4-propyl syringol,1,cc-pvtz(-f),459.0,3.0,-654.701188436826,-654.701188436826,-0.197984235707082,0.006835124358774,145.992166055333,2.20882580503429,-1.72665715588084,0.106845530405505,1.3733719582339,61.9393708569662,3722.6810332791,69.4625210379391,0.0,159.487910683059,116.098524422333,9.50614451160735,-25.1086305449114,8.91365892278007,54.6880999106354,42.3784662756265,-654.432823451663,-654.431879265771,-654.487041421422,,,,,,0.99999999999482,0.0004,0.0,0.0004,0.0003,0.000275476837646,0.0,0.0,18.065959,
24121,6-nitrochrysene,1,cc-pvtz(-f),564.0,0.0,-897.975078441688,-897.975078441688,-0.228091408670339,-0.10262748944377,243.243831563479,5.32597117982582,-5.32523704136661,0.088427218435355,0.000297711256072,47.7145046011707,3239.43141825476,64.2894921489253,0.0,152.474086108141,117.590751169275,9.53541540141548,-25.5242670597039,8.94292981258821,60.1180635117629,43.0799795657898,-897.717844051392,-897.716899865499,-897.772771026234,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.444137,
9134,"7H-Dibenzo(c,g)carbazole",1,cc-pvtz(-f),582.0,3.0,-825.019621341611,-825.019621341611,-0.212220854032663,-0.072280543033685,251.65933381059,2.40241961288903,-0.037641726589525,2.40208371937304,0.014032175034384,81.700390963274,3624.81061916808,90.8182911550904,0.0,168.926316147973,114.415525492991,9.24822133929228,-24.8647675864429,8.65573575046501,60.6966180119636,41.9668732123232,-824.736626326574,-824.735682140682,-824.790044649228,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.316622,
7280,"1,2-Dibromo-3-chloropropane",1,cc-pvtz(-f),213.0,3.0,-5726.07270542036,-5726.07270542036,-0.289565311875482,-0.054271198783096,85.3821483051184,2.75830187973859,-1.44280961117051,-2.13257318091778,-0.989273123921616,-1265.3295982138,3107.19715700224,-1020.68328375754,2.0,48.8187987652012,79.9085030863039,3.70381074108542,-20.1209094540961,3.11132515225815,18.1225363871702,33.9601668521964,-5725.9899494997,-5725.9890053138,-5726.0269724224,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216064,
11287,"1,8-dimethylnaphthalene",1,cc-pvtz(-f),375.0,0.0,-464.671667636098,-464.671667636098,-0.203828593392096,-0.037275972990141,138.20284600864,0.642113223794587,-0.641815490526202,-0.019551502876222,-8.38317936494e-05,-89.732184786199,3206.07306648995,70.5729844224432,1.0,126.825874901757,91.8318683533446,6.21193239011284,-21.1677391594368,5.61944680128557,38.0053644956298,35.7270110169849,-464.460602579657,-464.459658393765,-464.503290677991,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.812127,
12303119,"20S-5a(H),14B(H),17B(H)-cholestane",1,cc-pvtz(-f),1035.0,3.0,-1058.24850219792,-1058.24850219792,-0.28912511550804,-0.014638788052935,307.125567538557,0.093245246392851,0.037448181865556,-0.082052789720013,-0.023656909117447,39.0369836598542,3082.35112886099,43.1794225161986,0.0,441.80447352566,164.881976817244,17.1231772234272,-32.0363841646341,16.5306916345999,113.197676786808,54.0711618455475,-1057.51809861507,-1057.51715442918,-1057.59549517739,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.977292,
76027,"2,5-dimethoxybenzoic acid",1,cc-pvtz(-f),374.0,3.0,-649.535203061831,-649.535203061831,-0.032135699494336,0.113978042602346,124.791054250918,9.62412276822842,-4.40909861128387,-8.55474069970033,0.000234089695368,63.4890568304099,3147.724584913,73.8838632071568,0.0,103.963291178207,105.515024916256,7.89896028740523,-23.5603443913765,7.30647469857795,43.9648270796143,39.7652615281499,-649.357883401816,-649.356939215923,-649.407072809411,,,,,,,0.0005,0.0005,0.0,0.0003,0.000888309383783,-1.0,1.0,32.039968,
8419,"3,4-dimethoxybenzaldehyde",1,cc-pvtz(-f),360.0,0.0,-574.826717829967,-574.826717829967,-0.228195678072904,-0.06176010055007,121.756247359008,4.013128690939,-3.58988527833561,1.79385773592523,4.10882470302e-05,86.4750340681855,3174.32682376792,110.366772813296,0.0,109.458421439283,101.446680076889,7.44580448941287,-22.8005231755115,6.8533189005856,41.5172876680058,38.4828316594861,-574.641363272147,-574.640419086254,-574.688619677817,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.656578,
12462,"1,2,3-Trimethoxybenzene",1,cc-pvtz(-f),378.0,0.0,-576.018352167178,-576.018352167178,-0.222056129599036,-0.005753937014531,118.865307519989,1.9998745984675,0.806446882026638,1.39879160552218,1.18005249052139,57.2657367484857,3174.08447704919,75.3805899466792,0.0,123.691033138432,104.329410966476,7.90357729715325,-23.2022365825017,7.31109170832597,44.1292364808443,39.1608454619573,-575.809586991336,-575.808642805444,-575.858213075482,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.765675,
23284,"2,2,4-Trimethyl-1,3-pentanediol diisobutryate",1,cc-pvtz(-f),725.0,3.0,-929.091283884323,-929.091283884323,-0.256007954627098,0.014084130422427,202.260613769135,2.87211840496932,1.16615654512155,-0.673475500712884,2.536843273514,48.0473416760499,3118.97252782619,50.5167701086788,0.0,278.916234869216,152.388270864125,14.9087893043006,-30.5257736538383,14.3163037154734,89.178754471766,51.5215462274094,-928.623988086246,-928.623043900353,-928.695448485671,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.293571,This compound has an ester and may undergo hydrolysis at high or low pH.
6490,"2,2,4-trimethyl-1,3-pentanediol isobutyrate",1,cc-pvtz(-f),558.0,3.0,-697.707364500987,-697.707364500987,-0.277646204704959,-0.011455778711925,154.604622432286,1.74097901985272,0.944853977280707,1.36679513935649,-0.519740277653797,52.2425439181343,3792.82401413083,62.8377960448496,0.0,219.309525754497,128.403085785347,11.509433990133,-26.7739460367681,10.9169484013057,68.3559799183484,45.1891936979643,-697.340475258414,-697.339531072521,-697.400539522365,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.943252,This compound has an ester and may undergo hydrolysis at high or low pH.
27960,"2,4',5-Trichlorobiphenyl",1,cc-pvtz(-f),411.0,0.0,-1842.35300888304,-1842.35300888304,-0.254898971676493,-0.04754070700501,172.92156726144,1.35331115299284,1.34354042284632,0.00260406442344,0.162306585945265,52.3927271431396,3169.83973818226,61.3947007724416,0.0,95.2819465257916,111.454048587276,8.32209385656795,-24.9079307297283,7.72960826774067,47.5422709254958,42.0397241712315,-1842.18884952017,-1842.18790533428,-1842.24086074957,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.452579,
30215,"2,4,5-Trimethyloxazole",1,cc-pvtz(-f),262.0,3.0,-364.170230337478,-364.170230337478,-0.222459250107163,0.004407147763949,79.0594384324655,1.46819708493301,0.356015775641047,1.424378967666,6.45848776383e-05,180.838754856781,3105.0030366192,210.761826519828,0.0,88.5491440481045,85.7888235619805,5.60708407186135,-19.9708536731431,5.01459848303407,29.7244591261492,33.7069019900924,-364.021127021904,-364.020182836012,-364.060943874638,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33175,
8357,"3,4,5-Trimethoxybenzoic acid",1,cc-pvtz(-f),438.0,0.0,-764.109691851676,-764.109691851676,-0.044596869340965,0.109511542707624,141.149306508722,11.4976485739501,-5.69299889692107,-9.88112737551594,1.46594954842978,62.8571740033227,3162.84782940198,69.75223414302,0.0,124.461362010133,117.388598414538,9.52885769508299,-25.4705529222116,8.93637210625571,52.9213271672036,42.989320588584,-763.897109029434,-763.896164843541,-763.951939954979,,,,,,,0.0012,0.0012,0.0,0.0008,0.001913777284632,-1.0,1.0,37.45197,
15625,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1,cc-pvtz(-f),456.0,0.0,-2451.24367601777,-2451.24367601777,-0.246736037373019,-0.079654076074108,202.823932279318,0.000189139097397,1.83404746768e-05,-0.000179198634945,-5.76634579842e-05,33.442319946698,3176.46216856783,59.9234097925157,0.0,80.7912804225348,117.440708237187,9.58993104420308,-25.4250161167143,8.99744545537581,55.2029984852076,42.9124633512839,-2451.1005885742,-2451.0996443883,-2451.1554442588,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.940891,
164514,"1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxy-butane",1,cc-pvtz(-f),371.0,0.0,-1166.56926807593,-1166.56926807593,-0.349271686430407,0.014216091398322,66.8677555884458,2.80572909433288,-2.59878519232279,-0.57404238953398,0.888204148812624,35.9485736254417,3121.54087131554,64.6944137250585,0.0,58.7792557561943,115.223952096783,9.26963414406907,-25.0843871735867,8.6771485552418,50.3848035666404,42.3375481979858,-1166.46176945234,-1166.46082526645,-1166.51557188457,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.3971,
178,Acetamide,1,cc-pvtz(-f),137.0,0.0,-209.29980495675,-209.29980495675,-0.25687293367203,0.020584372016425,35.3152379311939,3.82696213728864,-1.40611842797198,3.55927944486873,-9.6632991712e-06,174.023044249044,3684.21836197754,205.074704352297,0.0,45.9383989422925,69.2916003613895,3.69485912199814,-16.9644315257502,3.10237353317087,16.1964076667444,28.6326483642047,-209.221653510724,-209.220709324832,-209.253632000322,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.301621,
9215,Acridine,1,cc-pvtz(-f),393.0,0.0,-555.750485271058,-555.750485271058,-0.247549433447475,-0.113933886263787,166.355612314247,1.88602936113399,1.59648955945015,-1.00361962065782,-0.032794735199333,110.46756344797,3157.48335189894,132.820894748004,0.0,113.67480896132,93.5099254724379,6.30959223207296,-21.5703920475344,5.71710664324569,39.3598394999861,36.4066104801458,-555.560222141476,-555.559277955584,-555.603707538901,,,,,,,0.0281,0.0,0.0281,0.023,0.023018173050761,0.0,0.0,27.353707,
7847,Acrolein,1,cc-pvtz(-f),128.0,0.0,-191.986162083194,-191.986162083194,-0.268029195042069,-0.076267737268066,39.1902941018545,3.25680728156884,-2.33149044805025,2.27397140701593,-2.0722811616e-06,208.952804727401,3183.50221985822,351.929058912203,0.0,38.2664151978845,65.9319302443737,3.25822476703432,-16.3993802353257,2.66573917820705,13.5296670855711,27.6789521037727,-191.920932542712,-191.91998835682,-191.951314744615,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.210256,
6579,Acrylamide,1,cc-pvtz(-f),159.0,0.0,-247.391859894115,-247.391859894115,-0.259964544943118,-0.044400071806548,46.0711926183362,3.61733056844636,-1.53740733296612,-3.27436392809384,-1.88772701713e-05,158.693448151268,3684.12658780641,174.816861899423,0.0,49.3195211073652,73.2295857299272,4.05827027338136,-17.7751307119964,3.46578468455408,18.880584069586,30.0009503137103,-247.307741154374,-247.306796968481,-247.341590707906,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.498712,
2087,Aldrin,1,cc-pvtz(-f),503.0,3.0,-3223.53434284087,-3223.53434284087,-0.24910007813144,-0.039864558030357,190.190530404938,3.39975295790435,0.199106650231144,-1.69696854722581,2.93921323934475,77.9609540317047,3181.44547597061,88.17720711733,0.0,106.54584487467,125.12268137867,10.379507148304,-26.9258203047465,9.78702155947672,60.2081011735395,45.4455278111349,-3223.34895461648,-3223.34801043059,-3223.40746025443,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.037268,
6115,Aniline,1,cc-pvtz(-f),219.0,0.0,-287.706703340826,-287.706703340826,-0.199663883377427,-0.003792242153286,73.6543931926413,2.00042988666544,2.00042986197752,0.000105070061598,-0.000296197880206,-424.834731155639,3710.49143073072,230.601220077032,1.0,72.4668004689719,72.9331761436967,4.00765020127385,-17.7373762659693,3.41516461244657,21.739281874714,29.9372281798069,-287.585777731399,-287.584833545507,-287.619486451171,,,,,,,0.0022,0.0,0.0022,0.0015,0.001521202157713,0.0,0.0,7.032592,
240,Benzaldehyde,1,cc-pvtz(-f),233.0,0.0,-345.694100474711,-345.694100474711,-0.266181854781004,-0.076438689808086,79.8043117017455,3.38622306446462,-2.90454881353519,1.74071905463221,7.03125234384e-05,151.74975384383,3155.71632873877,242.851355987962,0.0,68.5224489519227,78.6520895728178,4.44817335828224,-19.0019471478534,3.85568776945496,23.5986567862827,32.0715769398957,-345.578758571231,-345.577814385339,-345.615184531332,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.413437,
521731,Benzene derivates,1,cc-pvtz(-f),1076.0,3.0,-1097.57821008766,-1097.57821008766,-0.274586600328984,-0.041855733002195,337.535315828257,0.485213542386145,0.376705542423718,0.233830667938264,0.19709980911637,17.3683394153585,3145.03769905224,28.2832325285724,0.0,455.620501116447,193.579148557155,20.1888410571812,-37.5267820851347,19.5963554683539,122.243294472251,63.3378816173617,-1096.82090381692,-1096.81995963102,-1096.91193533163,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.520715,
7367,Benzotrichloride,1,cc-pvtz(-f),282.0,0.0,-1650.53124481545,-1650.53124481545,-0.271035131748768,-0.055060402657654,113.144135549705,2.49813946371643,-2.49745480653664,-0.00027201942066,0.058482437448092,62.4068322971216,3172.77097897145,113.586459514764,0.0,62.352551184381,94.6921695480213,6.2300770385012,-22.0023933122414,5.63759144967393,33.5143937249732,37.1357442731922,-1650.42289562571,-1650.42195143981,-1650.46694274544,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.904905,
7187,Benzoyl peroxide,1,cc-pvtz(-f),494.0,0.0,-840.638177425655,-840.638177425655,-0.267842615305597,-0.073492584182956,176.92484913242,0.005330234296962,0.001669405251408,-0.001801831301523,0.004730527214586,33.5861600220661,3165.71214344531,63.5705277935561,0.0,130.915852862145,118.162716983472,9.42499190423372,-25.8052221643884,8.83250631540645,55.3472765852843,43.5541769302195,-840.41547423812,-840.414530052228,-840.47067297238,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.731588,
244,Benzyl alcohol,1,cc-pvtz(-f),252.0,0.0,-346.900035649975,-346.900035649975,-0.254106515412538,-0.019737254331756,81.092720485974,1.43023548807675,0.931195597002875,0.00094157944343,-1.08556318328541,52.9087201526662,3752.95906287782,150.014878388122,0.0,83.2835022893482,81.8029789557116,4.86490788625574,-19.5246502893897,4.27242229742846,26.1968332357278,32.9537977928466,-346.760506401776,-346.759562215884,-346.798429451107,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.261765,
